rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb,From: shot_made_flag,Into: shot_made_flag,Predicted Probability: shot_made_flag=0,Predicted Probability: shot_made_flag=1
1739,Jump Shot,Jump Shot,64,20100192,33.8633,-58,181,-118.3278,3,1,0,01FEB01:00:00:00,23,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/25/2001,LAL vs. DEN,DEN,1728,14152,67,97.37,1,0,0.640683524,0.359316476
1740,Jump Shot,Jump Shot,198,20100192,33.9193,104,125,-118.1658,1,2,0,01FEB01:00:00:00,18,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/25/2001,LAL vs. DEN,DEN,1734,14152,67,97.37,1,0,0.669069202,0.330930798
1741,Jump Shot,Jump Shot,206,20100192,33.9473,125,97,-118.1448,0,2,0,01FEB01:00:00:00,47,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/25/2001,LAL vs. DEN,DEN,1735,14152,67,97.37,1,0,0.731800077,0.268199923
1742,Jump Shot,Jump Shot,344,20100192,33.9323,3,112,-118.2668,9,4,0,01FEB01:00:00:00,58,11,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/25/2001,LAL vs. DEN,DEN,1740,14152,67,97.37,1,0,0.655413712,0.344586288
1761,Running Jump Shot,Jump Shot,40,20100204,33.9193,-94,125,-118.3638,6,1,0,01FEB01:00:00:00,22,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2001,LAL vs. MIL,MIL,1744,15738,72,92.41,1,1,0.297296557,0.702703443
1762,Jump Shot,Jump Shot,89,20100204,33.9363,-138,108,-118.4078,1,1,0,01FEB01:00:00:00,0,17,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/27/2001,LAL vs. MIL,MIL,1747,15738,72,92.41,1,0,0.684174098,0.315825902
1763,Jump Shot,Jump Shot,243,20100204,34.0353,-138,9,-118.4078,10,3,0,01FEB01:00:00:00,20,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/27/2001,LAL vs. MIL,MIL,1752,15738,72,92.41,1,0,0.771654144,0.228345857
1764,Driving Layup Shot,Layup,395,20100204,34.0443,0,0,-118.2698,8,4,0,01FEB01:00:00:00,3,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2001,LAL vs. MIL,MIL,1763,15738,72,92.41,1,1,0.275850595,0.724149405
1765,Driving Layup Shot,Layup,444,20100204,34.0443,0,0,-118.2698,3,4,0,01FEB01:00:00:00,57,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/27/2001,LAL vs. MIL,MIL,1765,15738,72,92.41,1,1,0.260990754,0.739009246
1784,Jump Shot,Jump Shot,166,20100225,33.9243,-168,120,-118.4378,8,2,0,01FEB01:00:00:00,31,20,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/30/2001,LAL @ SEA,SEA,1769,16435,70,98.91,1,0,0.580582747,0.419417253
1796,Turnaround Jump Sh,Jump Shot,12,20100235,33.9683,115,76,-118.1548,11,1,0,01FEB01:00:00:00,36,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/1/2001,LAL vs. MIN,MIN,1785,14874,72,95.99,1,1,0.339967152,0.660032848
1797,Jump Shot,Jump Shot,29,20100235,33.9683,138,76,-118.1318,9,1,0,01FEB01:00:00:00,30,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/1/2001,LAL vs. MIN,MIN,1787,14874,72,95.99,1,0,0.664027606,0.335972394
1798,Layup Shot,Layup,57,20100235,34.0443,0,0,-118.2698,6,1,0,01FEB01:00:00:00,53,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/1/2001,LAL vs. MIN,MIN,1788,14874,72,95.99,1,0,0.58570131,0.41429869
1799,Jump Shot,Jump Shot,229,20100235,33.9683,-170,76,-118.4398,1,2,0,01FEB01:00:00:00,20,18,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/1/2001,LAL vs. MIN,MIN,1793,14874,72,95.99,1,0,0.714063845,0.285936155
1822,Jump Shot,Jump Shot,81,20100259,33.8373,73,207,-118.1968,2,1,0,01FEB01:00:00:00,4,21,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/5/2001,LAL vs. DAL,DAL,1800,14074,70,93.64,1,0,0.652686724,0.347313276
1841,Jump Shot,Jump Shot,52,20100271,33.8463,49,198,-118.2208,5,1,0,01FEB01:00:00:00,38,20,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/7/2001,LAL @ SAC,SAC,1825,15247,68,94.88,1,0,0.54401094,0.45598906
1842,Driving Layup Shot,Layup,79,20100271,34.0443,0,0,-118.2698,2,1,0,01FEB01:00:00:00,30,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/7/2001,LAL @ SAC,SAC,1826,15247,68,94.88,1,1,0.18477143,0.815228571
1843,Jump Shot,Jump Shot,215,20100271,33.8143,-84,230,-118.3538,0,2,0,01FEB01:00:00:00,34,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/7/2001,LAL @ SAC,SAC,1834,15247,68,94.88,1,0,0.638804304,0.361195696
1844,Jump Shot,Jump Shot,454,20100271,33.8633,169,181,-118.1008,0,4,0,01FEB01:00:00:00,41,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/7/2001,LAL @ SAC,SAC,1843,15247,68,94.88,1,0,0.647154583,0.352845417
1845,Jump Shot,Jump Shot,468,20100271,33.8793,184,165,-118.0858,0,4,0,01FEB01:00:00:00,29,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/7/2001,LAL @ SAC,SAC,1844,15247,68,94.88,1,0,0.654993818,0.345006182
1865,Jump Shot,Jump Shot,32,20100301,34.0023,159,42,-118.1108,7,1,0,01FEB01:00:00:00,30,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/11/2001,LAL vs. SEA,SEA,1848,14856,70,93.67,1,0,0.656142803,0.343857197
1866,Layup Shot,Layup,48,20100301,34.0443,0,0,-118.2698,4,1,0,01FEB01:00:00:00,58,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/11/2001,LAL vs. SEA,SEA,1849,14856,70,93.67,1,0,0.624525583,0.375474418
1867,Layup Shot,Layup,264,20100301,34.0443,0,0,-118.2698,9,3,0,01FEB01:00:00:00,26,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/11/2001,LAL vs. SEA,SEA,1860,14856,70,93.67,1,0,0.6587363,0.341263701
1868,Layup Shot,Layup,300,20100301,34.0443,0,0,-118.2698,6,3,0,01FEB01:00:00:00,40,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/11/2001,LAL vs. SEA,SEA,1863,14856,70,93.67,1,0,0.660420419,0.339579581
1885,Turnaround Jump Sh,Jump Shot,120,20100320,34.0523,100,-8,-118.1698,0,1,0,01FEB01:00:00:00,6,10,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/14/2001,LAL vs. LAC,LAC,1875,14496,72,95.93,1,1,0.444606353,0.555393647
1886,Jump Shot,Jump Shot,411,20100320,33.9073,138,137,-118.1318,9,4,0,01FEB01:00:00:00,36,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/14/2001,LAL vs. LAC,LAC,1883,14496,72,95.93,1,0,0.663961015,0.336038985
1895,Jump Shot,Jump Shot,46,20100336,33.8143,-63,230,-118.3328,6,1,0,01FEB01:00:00:00,29,23,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/16/2001,LAL vs. GSW,GSW,1890,18496,75,96.91,1,1,0.442498348,0.557501652
1896,Jump Shot,Jump Shot,263,20100336,33.8203,22,224,-118.2478,11,3,0,01FEB01:00:00:00,20,22,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/16/2001,LAL vs. GSW,GSW,1892,18496,75,96.91,1,1,0.427633346,0.572366654
1897,Jump Shot,Jump Shot,272,20100336,33.9073,115,137,-118.1548,9,3,0,01FEB01:00:00:00,50,17,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/16/2001,LAL vs. GSW,GSW,1893,18496,75,96.91,1,1,0.417088059,0.582911941
1898,Jump Shot,Jump Shot,355,20100336,33.9243,43,120,-118.2268,1,3,0,01FEB01:00:00:00,23,12,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/16/2001,LAL vs. GSW,GSW,1897,18496,75,96.91,1,1,0.478801148,0.521198852
1923,Jump Shot,Jump Shot,198,20100360,33.9113,-164,133,-118.4338,5,2,0,01FEB01:00:00:00,39,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/20/2001,LAL @ HOU,HOU,1905,14670,68,95.2,1,0,0.713621136,0.286378864
1924,Turnaround Jump Sh,Jump Shot,292,20100360,34.0123,73,32,-118.1968,8,3,0,01FEB01:00:00:00,18,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/20/2001,LAL @ HOU,HOU,1908,14670,68,95.2,1,0,0.524875035,0.475124966
1944,Jump Shot,Jump Shot,179,20100367,33.9913,43,53,-118.2268,5,2,0,01FEB01:00:00:00,18,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/21/2001,LAL @ MEM,MEM,1931,14976,71,92.49,1,0,0.745122978,0.254877023
1945,Dunk Shot,Dunk,295,20100367,34.0443,0,0,-118.2698,3,3,0,01FEB01:00:00:00,55,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/21/2001,LAL @ MEM,MEM,1940,14976,71,92.49,1,1,0.253792374,0.746207626
1946,Jump Shot,Jump Shot,331,20100367,33.8483,28,196,-118.2418,1,3,0,01FEB01:00:00:00,12,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/21/2001,LAL @ MEM,MEM,1943,14976,71,92.49,1,0,0.674683754,0.325316246
1947,Jump Shot,Jump Shot,463,20100367,33.8203,-170,224,-118.4398,0,4,0,01FEB01:00:00:00,18,28,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/21/2001,LAL @ MEM,MEM,1947,14976,71,92.49,1,0,0.737049024,0.262950976
1966,Turnaround Jump Sh,Jump Shot,462,20100387,33.9113,64,133,-118.2058,1,4,0,01FEB01:00:00:00,12,14,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/25/2001,LAL vs. PHI,PHI,1965,17772,69,102.05,1,1,0.253158817,0.746841184
1990,Jump Shot,Jump Shot,20,20100399,33.9003,150,144,-118.1198,9,1,0,01FEB01:00:00:00,50,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/26/2001,LAL @ GSW,GSW,1967,15626,68,96.9,1,0,0.609038639,0.390961361
1991,Jump Shot,Jump Shot,67,20100399,33.9173,157,127,-118.1128,5,1,0,01FEB01:00:00:00,7,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/26/2001,LAL @ GSW,GSW,1968,15626,68,96.9,1,0,0.65262733,0.34737267
1992,Driving Layup Shot,Layup,209,20100399,34.0443,0,0,-118.2698,3,2,0,01FEB01:00:00:00,50,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/26/2001,LAL @ GSW,GSW,1972,15626,68,96.9,1,1,0.243091322,0.756908678
1993,Jump Shot,Jump Shot,355,20100399,33.9973,-151,47,-118.4208,0,3,0,01FEB01:00:00:00,37,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/26/2001,LAL @ GSW,GSW,1982,15626,68,96.9,1,0,0.794018944,0.205981056
1994,Jump Shot,Jump Shot,425,20100399,34.0423,-136,2,-118.4058,5,4,0,01FEB01:00:00:00,56,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/26/2001,LAL @ GSW,GSW,1985,15626,68,96.9,1,0,0.783012107,0.216987893
2017,Running Jump Shot,Jump Shot,184,20100413,33.9433,119,101,-118.1508,4,2,0,01FEB01:00:00:00,35,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/28/2001,LAL vs. TOR,TOR,2005,13352,66,93.91,1,1,0.281090487,0.718909513
2018,Running Jump Shot,Jump Shot,358,20100413,33.9363,-56,108,-118.3258,0,3,0,01FEB01:00:00:00,19,12,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/28/2001,LAL vs. TOR,TOR,2010,13352,66,93.91,1,1,0.252838807,0.747161193
2034,Jump Shot,Jump Shot,30,20100428,33.9343,129,110,-118.1408,7,1,0,01FEB01:00:00:00,53,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/30/2001,LAL vs. HOU,HOU,2021,12949,70,98.06,1,0,0.644433941,0.355566059
2035,Running Jump Shot,Jump Shot,73,20100428,34.0023,-111,42,-118.3808,1,1,0,01FEB01:00:00:00,58,11,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/30/2001,LAL vs. HOU,HOU,2024,12949,70,98.06,1,1,0.324181713,0.675818287
2053,Jump Shot,Jump Shot,28,20100440,33.9363,148,108,-118.1218,8,1,0,01FEB01:00:00:00,13,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/2/2002,LAL @ DEN,DEN,2036,17278,73,97.13,1,0,0.51595936,0.48404064
2054,Turnaround Jump Sh,Jump Shot,269,20100440,33.9573,91,87,-118.1788,8,3,0,01FEB01:00:00:00,37,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/2/2002,LAL @ DEN,DEN,2043,17278,73,97.13,1,1,0.310649832,0.689350168
2055,Fadeaway Jump Shot,Jump Shot,315,20100440,34.0443,-162,0,-118.4318,2,3,0,01FEB01:00:00:00,49,16,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/2/2002,LAL @ DEN,DEN,2047,17278,73,97.13,1,1,0.345552711,0.654447289
2056,Jump Shot,Jump Shot,383,20100440,33.9093,-162,135,-118.4318,7,4,0,01FEB01:00:00:00,47,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/2/2002,LAL @ DEN,DEN,2049,17278,73,97.13,1,0,0.566260201,0.4337398
2057,Jump Shot,Jump Shot,432,20100440,34.0443,142,0,-118.1278,1,4,0,01FEB01:00:00:00,39,14,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/2/2002,LAL @ DEN,DEN,2055,17278,73,97.13,1,0,0.66205581,0.33794419
2070,Jump Shot,Jump Shot,132,20100456,33.8413,94,203,-118.1758,10,2,0,01FEB01:00:00:00,45,22,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/4/2002,LAL vs. PHX,PHX,2065,15507,69,94.36,1,0,0.529768718,0.470231282
2071,Jump Shot,Jump Shot,256,20100456,34.0353,-141,9,-118.4108,10,3,0,01FEB01:00:00:00,58,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/4/2002,LAL vs. PHX,PHX,2066,15507,69,94.36,1,0,0.676776129,0.323223871
2072,Jump Shot,Jump Shot,355,20100456,33.9893,0,55,-118.2698,1,3,0,01FEB01:00:00:00,36,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/4/2002,LAL vs. PHX,PHX,2070,15507,69,94.36,1,0,0.698016938,0.301983062
2091,Reverse Dunk Shot,Dunk,192,20100468,34.0443,0,0,-118.2698,4,2,0,01FEB01:00:00:00,8,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/6/2002,LAL @ TOR,TOR,2077,17798,68,99.65,1,1,0.061064659,0.938935341
2092,Running Jump Shot,Jump Shot,300,20100468,33.9993,-12,45,-118.2818,6,3,0,01FEB01:00:00:00,53,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/6/2002,LAL @ TOR,TOR,2085,17798,68,99.65,1,1,0.221403457,0.778596544
2107,Fadeaway Jump Shot,Jump Shot,89,20100482,34.0233,167,21,-118.1028,2,1,0,01FEB01:00:00:00,31,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/8/2002,LAL @ DET,DET,2095,15978,73,93.35,1,1,0.292172291,0.707827709
2108,Reverse Layup Shot,Layup,95,20100482,34.0443,0,0,-118.2698,1,1,0,01FEB01:00:00:00,29,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/8/2002,LAL @ DET,DET,2097,15978,73,93.35,1,1,0.287095784,0.712904216
2109,Layup Shot,Layup,280,20100482,34.0443,0,0,-118.2698,5,3,0,01FEB01:00:00:00,42,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/8/2002,LAL @ DET,DET,2108,15978,73,93.35,1,0,0.568415373,0.431584627
2129,Driving Layup Shot,Layup,32,20100490,33.9873,1,57,-118.2688,8,1,0,01FEB01:00:00:00,36,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/9/2002,LAL @ IND,IND,2112,14411,73,93.02,1,1,0.234134804,0.765865196
2130,Driving Layup Shot,Layup,34,20100490,34.0373,30,7,-118.2398,8,1,0,01FEB01:00:00:00,17,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/9/2002,LAL @ IND,IND,2113,14411,73,93.02,1,1,0.21025969,0.78974031
2131,Jump Shot,Jump Shot,272,20100490,34.0443,153,0,-118.1168,0,2,0,01FEB01:00:00:00,0,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/9/2002,LAL @ IND,IND,2122,14411,73,93.02,1,0,0.737148646,0.262851354
2153,Jump Shot,Jump Shot,89,20100506,33.8653,85,179,-118.1848,0,1,0,01FEB01:00:00:00,42,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/11/2002,LAL @ MIN,MIN,2139,14629,72,96.31,1,0,0.647652816,0.352347184
2154,Turnaround Jump Sh,Jump Shot,125,20100506,34.0463,174,-2,-118.0958,9,2,0,01FEB01:00:00:00,2,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/11/2002,LAL @ MIN,MIN,2144,14629,72,96.31,1,1,0.379478336,0.620521664
2155,Jump Shot,Jump Shot,184,20100506,33.9853,-29,59,-118.2988,2,2,0,01FEB01:00:00:00,34,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/11/2002,LAL @ MIN,MIN,2146,14629,72,96.31,1,0,0.759400922,0.240599078
2156,Jump Shot,Jump Shot,213,20100506,33.8373,136,207,-118.1338,0,2,0,01FEB01:00:00:00,0,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/11/2002,LAL @ MIN,MIN,2148,14629,72,96.31,1,0,0.71929125,0.28070875
2157,Alley Oop Layup sh,Layup,239,20100506,34.0443,0,0,-118.2698,9,3,0,01FEB01:00:00:00,34,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/11/2002,LAL @ MIN,MIN,2149,14629,72,96.31,1,1,0.306286419,0.693713581
2158,Jump Shot,Jump Shot,409,20100506,33.9173,218,127,-118.0518,4,4,0,01FEB01:00:00:00,50,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/11/2002,LAL @ MIN,MIN,2157,14629,72,96.31,1,0,0.704730662,0.295269338
2179,Jump Shot,Jump Shot,25,20100514,33.9683,167,76,-118.1028,9,1,0,01FEB01:00:00:00,7,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/12/2002,LAL @ CHI,CHI,2159,16281,64,98.08,1,0,0.556675892,0.443324108
2180,Jump Shot,Jump Shot,246,20100514,33.8773,39,167,-118.2308,1,2,0,01FEB01:00:00:00,48,17,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/12/2002,LAL @ CHI,CHI,2168,16281,64,98.08,1,0,0.534690303,0.465309697
2181,Layup Shot,Layup,523,20100514,34.0443,0,0,-118.2698,0,4,0,01FEB01:00:00:00,38,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/12/2002,LAL @ CHI,CHI,2176,16281,64,98.08,1,0,0.594329192,0.405670809
2182,Reverse Layup Shot,Layup,544,20100514,34.0443,0,0,-118.2698,4,5,0,01FEB01:00:00:00,12,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/12/2002,LAL @ CHI,CHI,2178,16281,64,98.08,1,1,0.334402632,0.665597368
2183,Jump Shot,Jump Shot,569,20100514,33.9873,-94,57,-118.3638,2,5,0,01FEB01:00:00:00,36,10,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/12/2002,LAL @ CHI,CHI,2181,16281,64,98.08,1,0,0.72359923,0.276400771
2211,Running Jump Shot,Jump Shot,26,20100525,34.0273,-105,17,-118.3748,8,1,0,01FEB01:00:00:00,47,10,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/14/2002,LAL vs. MEM,MEM,2187,16686,68,96.58,1,1,0.188866072,0.811133928
2212,Jump Shot,Jump Shot,33,20100525,34.0163,129,28,-118.1408,7,1,0,01FEB01:00:00:00,57,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/14/2002,LAL vs. MEM,MEM,2188,16686,68,96.58,1,0,0.576265853,0.423734147
2213,Jump Shot,Jump Shot,51,20100525,34.0273,-147,17,-118.4168,6,1,0,01FEB01:00:00:00,16,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/14/2002,LAL vs. MEM,MEM,2190,16686,68,96.58,1,0,0.659924181,0.340075819
2214,Layup Shot,Layup,86,20100525,34.0443,0,0,-118.2698,2,1,0,01FEB01:00:00:00,31,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/14/2002,LAL vs. MEM,MEM,2194,16686,68,96.58,1,0,0.536221441,0.463778559
2215,Jump Shot,Jump Shot,157,20100525,33.9873,43,57,-118.2268,8,2,0,01FEB01:00:00:00,32,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/14/2002,LAL vs. MEM,MEM,2197,16686,68,96.58,1,0,0.633127706,0.366872294
2216,Jump Shot,Jump Shot,344,20100525,33.7663,22,278,-118.2478,1,3,0,01FEB01:00:00:00,17,27,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/14/2002,LAL vs. MEM,MEM,2214,16686,68,96.58,1,0,0.603288872,0.396711128
2217,Jump Shot,Jump Shot,359,20100525,33.8143,-138,230,-118.4078,0,3,0,01FEB01:00:00:00,2,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/14/2002,LAL vs. MEM,MEM,2217,16686,68,96.58,1,0,0.638621493,0.361378507
2242,Jump Shot,Jump Shot,59,20100542,33.8753,-124,169,-118.3938,3,1,0,01FEB01:00:00:00,56,20,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/16/2002,LAL vs. MIA,MIA,2222,15560,68,95.27,1,0,0.571347361,0.428652639
2243,Jump Shot,Jump Shot,67,20100542,34.0103,-147,34,-118.4168,2,1,0,01FEB01:00:00:00,44,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/16/2002,LAL vs. MIA,MIA,2223,15560,68,95.27,1,0,0.699891892,0.300108108
2244,Jump Shot,Jump Shot,163,20100542,34.0233,-176,21,-118.4458,6,2,0,01FEB01:00:00:00,25,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/16/2002,LAL vs. MIA,MIA,2226,15560,68,95.27,1,0,0.666825637,0.333174363
2245,Alley Oop Layup sh,Layup,241,20100542,34.0443,0,0,-118.2698,11,3,0,01FEB01:00:00:00,4,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/16/2002,LAL vs. MIA,MIA,2230,15560,68,95.27,1,1,0.254185526,0.745814474
2246,Tip Shot,Tip Shot,394,20100542,34.0443,0,0,-118.2698,6,4,0,01FEB01:00:00:00,31,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/16/2002,LAL vs. MIA,MIA,2240,15560,68,95.27,1,0,0.652840652,0.347159348
2247,Jump Shot,Jump Shot,458,20100542,33.9173,214,127,-118.0558,0,4,0,01FEB01:00:00:00,14,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/16/2002,LAL vs. MIA,MIA,2247,15560,68,95.27,1,0,0.673449489,0.326550511
